dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
03-04-2016 23:48,Opel_Corsa_1.4_60_PS,privat,Angebot,150,control,,2000,manuell,60,corsa,150000,5,benzin,opel,,03-04-2016 00:00,0,6886,06-04-2016 05:17
15-03-2016 13:40,BMW_525i,privat,Angebot,6500,control,limousine,2002,manuell,192,5er,150000,10,benzin,bmw,nein,15-03-2016 00:00,0,59368,06-04-2016 02:15
04-04-2016 16:48,Peugeot_206_TÜV_bis_09/2016_Fahrbereit,privat,Angebot,599,test,,2016,manuell,60,2_reihe,150000,8,,peugeot,nein,04-04-2016 00:00,0,45143,04-04-2016 16:48
05-04-2016 10:38,Renault_Clio,privat,Angebot,1850,control,,2018,manuell,58,clio,150000,12,benzin,renault,,05-04-2016 00:00,0,91710,07-04-2016 13:16
19-03-2016 04:47,Klein_wagen_fuer_Klein_Geld___,privat,Angebot,550,test,limousine,2005,manuell,35,matiz,150000,3,benzin,chevrolet,,18-03-2016 00:00,0,47169,06-04-2016 03:45
08-03-2016 21:55,Ford_Focus_1_6_tdci*DPF*TÜV_neu*,privat,Angebot,2800,control,limousine,2005,manuell,108,focus,150000,10,diesel,ford,nein,08-03-2016 00:00,0,97877,10-03-2016 20:48
12-03-2016 18:53,Hyundai_Tucson_2.0_GLS_Mit_18_Zoll_Cromfelgen_235/55_18_reifen,privat,Angebot,6750,test,suv,2007,manuell,141,tucson,90000,8,benzin,hyundai,nein,12-03-2016 00:00,0,45149,12-03-2016 18:53
19-03-2016 18:45,Volkswagen_Tiguan_1.4_TSI_4Motion_Sport_&_Style_Leder,privat,Angebot,10900,test,suv,2008,manuell,150,tiguan,125000,5,benzin,volkswagen,nein,19-03-2016 00:00,0,36448,28-03-2016 23:15
12-03-2016 16:56,Renault_Twingo,privat,Angebot,250,control,kleinwagen,1998,manuell,0,twingo,150000,9,benzin,renault,,12-03-2016 00:00,0,40235,12-03-2016 16:56
03-04-2016 15:43,Ford_Transit_Maxi_TDCi_BUS_DPF_16/17_Sitzer_Klima,privat,Angebot,9800,test,bus,2008,,140,transit,150000,12,diesel,ford,nein,03-04-2016 00:00,0,26382,05-04-2016 14:45
06-03-2016 19:46,GOLF_4_MIT_LPG,privat,Angebot,2650,control,,2005,manuell,75,golf,150000,6,benzin,volkswagen,nein,06-03-2016 00:00,0,58730,20-03-2016 16:48
21-03-2016 15:43,Citroën_C2_1.6_16V_Senso_Drive_VTR_Plus,privat,Angebot,33000,control,kleinwagen,2005,automatik,109,c2,100000,1,benzin,citroen,nein,21-03-2016 00:00,0,21077,06-04-2016 13:16
06-03-2016 16:42,Volkswagen_Golf_1.9_TDI_mit_Umweltplakete,privat,Angebot,2849,test,limousine,2003,manuell,101,golf,150000,6,diesel,volkswagen,nein,06-03-2016 00:00,0,40545,07-03-2016 18:16
03-04-2016 11:42,BMW_525_D,privat,Angebot,12500,control,limousine,2006,manuell,177,,80000,0,,bmw,nein,03-04-2016 00:00,0,54341,07-04-2016 12:44
20-03-2016 16:53,Mercedes_Benz_A170,privat,Angebot,6000,test,kleinwagen,2006,manuell,115,a_klasse,100000,5,benzin,mercedes_benz,,20-03-2016 00:00,0,36211,06-04-2016 23:46
10-03-2016 17:37,BMW_325i_CABRIO__Klima_Leder_schwarz__NUR_28.000_km,privat,Angebot,25500,control,cabrio,2009,automatik,218,3er,30000,9,benzin,bmw,,10-03-2016 00:00,0,22605,18-03-2016 02:16
06-03-2016 00:59,Volkswagen_Golf_1.2_TSI_Style,privat,Angebot,9300,control,limousine,2011,manuell,86,golf,90000,9,benzin,volkswagen,nein,06-03-2016 00:00,0,60487,06-04-2016 20:19
05-04-2016 11:43,Opel_Zafira_Executive?7_Sitzer?Nicht_fahrtuechtig?,privat,Angebot,800,test,bus,2001,manuell,125,zafira,150000,2,,opel,ja,05-04-2016 00:00,0,27809,05-04-2016 11:43
25-03-2016 11:53,Audi_A4_Avant_1.8,privat,Angebot,2850,test,kombi,2000,manuell,125,a4,125000,11,benzin,audi,nein,25-03-2016 00:00,0,67718,06-04-2016 12:45
17-03-2016 12:49,Bmw_525_Exclusiv_Automatik,privat,Angebot,3299,test,limousine,2002,automatik,0,5er,150000,11,benzin,bmw,nein,17-03-2016 00:00,0,22767,20-03-2016 13:47
04-04-2016 20:37,Volkswagen_Multivan_Comfortline,privat,Angebot,12500,control,bus,2004,manuell,174,transporter,150000,1,diesel,volkswagen,nein,04-04-2016 00:00,0,75382,06-04-2016 22:46
15-03-2016 16:37,Verkaufe_VW,privat,Angebot,14000,control,limousine,2004,automatik,230,,150000,6,diesel,volkswagen,,15-03-2016 00:00,0,54657,06-04-2016 10:15
02-04-2016 13:56,Volvo_V70_2.0T,privat,Angebot,9900,test,kombi,2006,manuell,179,v70,125000,5,benzin,volvo,nein,02-04-2016 00:00,0,48499,06-04-2016 12:46
11-03-2016 20:57,Ford_Focus_Trend._TÜV_neu_und_fahrbereit.,privat,Angebot,1290,control,limousine,2001,manuell,101,focus,150000,6,benzin,ford,nein,11-03-2016 00:00,0,85104,06-04-2016 06:45
03-04-2016 17:48,Seicento_Springt_nicht_An__Wegfahrsperre_oder_schlussel,privat,Angebot,150,test,kleinwagen,2000,manuell,0,seicento,150000,1,benzin,fiat,ja,03-04-2016 00:00,0,48529,03-04-2016 17:48
17-03-2016 09:38,Renault_Clio_mit_TÜV_bis_03/17,privat,Angebot,800,test,kleinwagen,1999,manuell,58,clio,150000,0,benzin,renault,,17-03-2016 00:00,0,53919,29-03-2016 19:17
12-03-2016 16:43,Mamas_Auto_an_gute_Haende_abzugeben,privat,Angebot,3950,control,kleinwagen,2007,manuell,54,polo,150000,5,benzin,volkswagen,,12-03-2016 00:00,0,59557,07-04-2016 06:15
08-03-2016 21:49,Volkswagen_Orig._Carevelle_8_Sit._Doppelklima_St.Heizung,privat,Angebot,10900,control,bus,2006,manuell,131,transporter,150000,4,diesel,volkswagen,nein,08-03-2016 00:00,0,10827,06-04-2016 04:16
08-03-2016 18:48,Mercedes_Benz_CLK_Coupe_200_Kompressor_Avantgarde_Navi+TV,privat,Angebot,5490,test,coupe,2003,automatik,163,clk,150000,6,benzin,mercedes_benz,nein,08-03-2016 00:00,0,21031,17-03-2016 22:17
29-03-2016 05:36,Suche_Fahrzeug__guenstig._._..annehmbare_Preise_,privat,Angebot,0,control,,2000,,0,,150000,0,,volkswagen,,29-03-2016 00:00,0,41199,05-04-2016 14:47
12-03-2016 20:42,Mercedes_Benz_C_230_Kompressor_Sport,privat,Angebot,1150,test,limousine,1996,manuell,193,c_klasse,150000,8,benzin,mercedes_benz,nein,12-03-2016 00:00,0,46049,05-04-2016 13:45
12-03-2016 12:39,VW_Lupo_College_1.4_V16_55kw_TÜV_3/18,privat,Angebot,1600,test,kleinwagen,2001,manuell,75,lupo,150000,9,benzin,volkswagen,nein,12-03-2016 00:00,0,96050,06-04-2016 11:15
01-04-2016 20:14,Bitte_Preis_Vorschlag!!!,privat,Angebot,4700,control,,2017,manuell,0,yaris,150000,2,benzin,toyota,nein,31-03-2016 00:00,0,35586,06-04-2016 06:44
13-03-2016 18:06,ASTRA_Caravan_1_8_Automatik,privat,Angebot,1900,test,kombi,2000,automatik,125,astra,90000,9,benzin,opel,ja,13-03-2016 00:00,0,65428,20-03-2016 03:17
02-04-2016 14:45,Vw_golf_4_1.9sdi,privat,Angebot,0,test,limousine,1998,manuell,0,golf,150000,0,diesel,volkswagen,nein,02-04-2016 00:00,0,49751,04-04-2016 12:15
13-03-2016 22:48,VW_T5_Transporter_131ps_4622€_Netto._Gewerbetreibende_oder_Export,privat,Angebot,4622,control,bus,2004,manuell,131,transporter,150000,5,diesel,volkswagen,ja,13-03-2016 00:00,0,54456,30-03-2016 10:16
07-03-2016 22:54,Bmw_525D_M_Paket_Automatic_TÜV_3/18_sehr_gepflegt,privat,Angebot,13800,test,limousine,2008,automatik,0,5er,150000,8,diesel,bmw,,07-03-2016 00:00,0,20253,01-04-2016 22:45
16-03-2016 10:06,Mercedes_Benz_E_270_CDI_Classic,privat,Angebot,4990,test,limousine,2003,automatik,177,e_klasse,150000,9,diesel,mercedes_benz,nein,16-03-2016 00:00,0,65187,16-03-2016 10:45
22-03-2016 12:56,BMW_520i_zu_verkaufen,privat,Angebot,499,control,limousine,1991,automatik,150,,150000,2,benzin,bmw,,22-03-2016 00:00,0,14641,22-03-2016 13:42
24-03-2016 19:39,Peugeot_206_cc,privat,Angebot,1999,control,cabrio,2004,manuell,109,2_reihe,150000,9,benzin,peugeot,nein,24-03-2016 00:00,0,87435,29-03-2016 05:18
03-04-2016 20:55,Peugeot_308_CC,privat,Angebot,14250,test,cabrio,2009,manuell,140,andere,60000,8,diesel,peugeot,nein,03-04-2016 00:00,0,78333,05-04-2016 21:47
23-03-2016 11:36,Opel_Omega_B_2.2_DTI_Leder_Navi_Xenon_AHK,privat,Angebot,1000,test,kombi,2002,manuell,120,omega,150000,6,diesel,opel,,23-03-2016 00:00,0,18276,27-03-2016 16:18
11-03-2016 19:54,Smart_Forfour_Pulse_Panorama_Klima_Euro_4,privat,Angebot,4999,test,kleinwagen,2006,manuell,95,forfour,100000,6,benzin,smart,nein,11-03-2016 00:00,0,76829,06-04-2016 01:17
25-03-2016 20:54,Peugeot_206_110_Quiksilver_nur_84000Km_Tuev/Au_12/2017,privat,Angebot,2790,control,kleinwagen,2004,manuell,109,2_reihe,90000,3,benzin,peugeot,nein,25-03-2016 00:00,0,14612,07-04-2016 05:16
29-03-2016 01:56,Peugeot_Peugeot_206+_75PS__8fach_bereift__Dachgepaecktr,privat,Angebot,5990,control,kleinwagen,2010,manuell,75,2_reihe,40000,3,benzin,peugeot,nein,29-03-2016 00:00,0,71139,05-04-2016 17:26
21-03-2016 13:57,Renault_Espace_2.0_16V,privat,Angebot,1500,test,bus,2000,manuell,140,espace,150000,7,benzin,renault,nein,21-03-2016 00:00,0,54570,06-04-2016 09:46
29-03-2016 18:45,Volkswagen_Passat_Variant_2.0_TDI_Highline,privat,Angebot,9300,control,kombi,2008,manuell,140,passat,150000,4,diesel,volkswagen,nein,29-03-2016 00:00,0,63110,06-04-2016 04:17
14-03-2016 16:47,Touareg_2.5TDI_Full,privat,Angebot,4500,test,bus,2003,manuell,0,touareg,150000,8,diesel,volkswagen,,14-03-2016 00:00,0,40210,14-03-2016 16:47
11-03-2016 21:54,Mercedes_Benz_E_200_CDI_DPF_BlueEFFICIENCY__Automatic__1.Hand,privat,Angebot,19900,test,limousine,2010,automatik,136,e_klasse,40000,8,diesel,mercedes_benz,nein,11-03-2016 00:00,0,27578,17-03-2016 10:47
16-03-2016 03:36,Audi_A5_2.7_TDI_multitronic_RS_SOUND,privat,Angebot,23999,test,coupe,2008,automatik,268,a5,150000,8,diesel,audi,nein,16-03-2016 00:00,0,90402,06-04-2016 00:15
11-03-2016 12:56,Bmw_e21_323_Original_karosse,privat,Angebot,10500,test,,1980,,0,3er,5000,0,,bmw,,11-03-2016 00:00,0,86424,15-03-2016 22:47
05-04-2016 10:36,Skoda_Fabia_1_9_TDI_101_Ps_Klima_Euro_3_Limousine_Tuev_09_2016,privat,Angebot,2150,control,limousine,2003,manuell,101,fabia,150000,10,diesel,skoda,nein,05-04-2016 00:00,0,34123,07-04-2016 13:16
17-03-2016 23:58,Mercedes_Benz_C_180_Classic,privat,Angebot,3999,control,limousine,2002,manuell,129,c_klasse,125000,2,benzin,mercedes_benz,nein,17-03-2016 00:00,0,64579,05-04-2016 21:18
17-03-2016 17:55,Renault_Clio_1.5_dci_TÜV_11/17__Gruene_Umweltplakette__Klima,privat,Angebot,1699,control,,2017,manuell,0,clio,150000,10,diesel,renault,nein,17-03-2016 00:00,0,10997,07-04-2016 04:17
27-03-2016 22:58,Opel_Meriva_1.4_ecoflex_Selection,privat,Angebot,7400,test,bus,2011,manuell,120,meriva,90000,9,benzin,opel,nein,27-03-2016 00:00,0,92444,06-04-2016 07:45
04-04-2016 21:42,Renault_Clio_mit_Anhaengerkupplung,privat,Angebot,1000,test,kleinwagen,1999,manuell,58,clio,150000,10,benzin,renault,nein,04-04-2016 00:00,0,72474,07-04-2016 00:15
21-03-2016 09:54,Renault_Clio_1.2_16V,privat,Angebot,2000,control,kleinwagen,2003,manuell,75,clio,125000,3,benzin,renault,nein,21-03-2016 00:00,0,50767,25-03-2016 06:45
31-03-2016 13:44,Nissan_Primera_2.0_Fliessheck,privat,Angebot,900,control,,2017,manuell,131,primera,150000,8,,nissan,ja,31-03-2016 00:00,0,45307,06-04-2016 06:15
21-03-2016 20:56,Ford_Focus_Turnier_1.6_TDCi_DPF,privat,Angebot,2500,control,kombi,2007,manuell,109,focus,150000,12,diesel,ford,nein,21-03-2016 00:00,0,88339,04-04-2016 21:48
23-03-2016 15:36,AUDI_A4_Lim_In_guten__Zustand!_!!!,privat,Angebot,650,test,limousine,1996,automatik,0,,150000,6,benzin,audi,nein,23-03-2016 00:00,0,68169,27-03-2016 20:15
12-03-2016 12:25,Subaru_Legacy_2.0_4WD,privat,Angebot,650,test,kombi,1997,manuell,116,legacy,150000,5,benzin,subaru,nein,12-03-2016 00:00,0,56077,23-03-2016 08:45
21-03-2016 18:46,Smart_smart,privat,Angebot,1800,test,kleinwagen,2000,automatik,54,fortwo,50000,3,benzin,smart,nein,21-03-2016 00:00,0,42283,01-04-2016 00:16
20-03-2016 15:40,BMW_325i,privat,Angebot,800,control,limousine,1994,manuell,192,3er,150000,11,benzin,bmw,nein,20-03-2016 00:00,0,76726,24-03-2016 07:49
15-03-2016 11:55,Fiat_Stilo_Abarth_2.4_20V_170_Ps,privat,Angebot,4450,test,,2016,manuell,170,stilo,150000,1,,fiat,nein,15-03-2016 00:00,0,53859,06-04-2016 00:16
03-04-2016 11:58,Opel_Corsa_B_TÜV_07/2016,privat,Angebot,400,control,,2016,manuell,54,corsa,150000,7,benzin,opel,,03-04-2016 00:00,0,17379,03-04-2016 11:58
17-03-2016 13:52,Super_Kombi_zum_Verkauf_oder_Tausch!!,privat,Angebot,1350,control,kombi,2000,manuell,131,,150000,10,benzin,lancia,nein,17-03-2016 00:00,0,25348,06-04-2016 19:47
07-03-2016 17:51,Mercedes_Benz_Avantgarde_EKlasse_Kombi_S280T_4Matic,privat,Angebot,999,test,kombi,1997,automatik,206,e_klasse,150000,8,benzin,mercedes_benz,,07-03-2016 00:00,0,18556,11-03-2016 22:46
02-04-2016 10:38,Ford_F_150_5_4_V8_Triton_Lariat!,privat,Angebot,12500,test,,2017,automatik,305,,150000,10,benzin,ford,,02-04-2016 00:00,0,45886,06-04-2016 08:15
05-04-2016 01:57,Volkswagen_Golf_Variant_1.9_TDI,privat,Angebot,5800,control,kombi,2006,manuell,101,golf,125000,4,diesel,volkswagen,nein,05-04-2016 00:00,0,24103,07-04-2016 11:15
22-03-2016 18:50,Citroen_Berlingo___An_Bastler,privat,Angebot,750,control,andere,1996,manuell,70,berlingo,150000,6,diesel,citroen,,22-03-2016 00:00,0,26817,24-03-2016 03:16
04-04-2016 12:46,Opel_Corsa_1.2_16V_Edition,privat,Angebot,3100,control,kleinwagen,2006,manuell,80,corsa,100000,2,benzin,opel,nein,04-04-2016 00:00,0,84326,04-04-2016 12:46
27-03-2016 14:43,Opel_Vectra_Kombi_mit_TÜV,privat,Angebot,550,control,kombi,1999,manuell,101,vectra,150000,2,benzin,opel,ja,27-03-2016 00:00,0,35216,30-03-2016 19:17
17-03-2016 12:51,Peugeot_206__bj_2005__Automatik___105000_km,privat,Angebot,1500,test,kombi,2005,automatik,109,2_reihe,125000,9,benzin,peugeot,,17-03-2016 00:00,0,34132,17-03-2016 13:41
26-03-2016 21:50,Seat_Arosa_1.0_81000KM_Scheckheft_lueckenlos,privat,Angebot,2299,control,kleinwagen,2001,manuell,50,arosa,90000,5,benzin,seat,nein,26-03-2016 00:00,0,8412,06-04-2016 13:46
16-03-2016 20:55,BMW_525d,privat,Angebot,750,control,limousine,1999,automatik,150,5er,150000,5,diesel,bmw,ja,16-03-2016 00:00,0,93055,07-04-2016 07:46
16-03-2016 14:45,Aus_Platzmangel_zu_verkaufen,privat,Angebot,12500,test,kleinwagen,2014,manuell,95,fiesta,30000,3,diesel,ford,ja,16-03-2016 00:00,0,95346,06-04-2016 13:46
10-03-2016 12:37,FORD_FOCUS_TDCI__TOP_ZUSTAND_TÜV_bis_4/2017_____DIESEL,privat,Angebot,1700,test,limousine,2004,manuell,115,focus,150000,6,diesel,ford,,10-03-2016 00:00,0,78073,24-03-2016 13:44
14-03-2016 15:54,Fiat_Grande_Punto_Letzter_Tag_!,privat,Angebot,3000,control,kleinwagen,2009,manuell,771,punto,125000,0,benzin,fiat,,14-03-2016 00:00,0,40721,14-03-2016 15:54
20-03-2016 18:41,Skoda_Fabia_1.2_HTP_Combi,privat,Angebot,5600,test,kombi,2010,,0,fabia,70000,7,benzin,skoda,nein,20-03-2016 00:00,0,99885,07-04-2016 01:45
19-03-2016 03:54,BMW_530xd_Aut.,privat,Angebot,30000,test,limousine,2008,automatik,231,5er,150000,4,diesel,bmw,nein,19-03-2016 00:00,0,81541,06-04-2016 05:16
29-03-2016 10:50,renoult_twingo,privat,Angebot,150,control,kleinwagen,1996,manuell,0,twingo,150000,0,benzin,renault,,29-03-2016 00:00,0,60386,07-04-2016 10:17
01-04-2016 17:56,Renault_Scenic_1_6_16V_RXE,privat,Angebot,2000,test,bus,2000,manuell,79,scenic,150000,9,benzin,renault,nein,01-04-2016 00:00,0,79189,05-04-2016 13:44
30-03-2016 11:53,Opel_Astra_GTC_im_sehr_gepflegtem_Zustand,privat,Angebot,6100,test,coupe,2010,manuell,150,astra,150000,1,diesel,opel,nein,30-03-2016 00:00,0,49074,07-04-2016 02:45
20-03-2016 11:51,BMW_320D_Touring,privat,Angebot,2200,test,kombi,1999,manuell,136,3er,150000,8,diesel,bmw,,20-03-2016 00:00,0,88348,25-03-2016 10:46
31-03-2016 17:37,Verkaufe_Opel_Astra,privat,Angebot,1000,control,kleinwagen,1994,manuell,0,antara,70000,9,benzin,opel,nein,31-03-2016 00:00,0,16775,06-04-2016 10:45
23-03-2016 21:57,Polo_9N3_Goal_Edition_1.2_sehr_gepflegt_!!!,privat,Angebot,3550,test,kleinwagen,2006,manuell,80,polo,150000,0,benzin,volkswagen,nein,23-03-2016 00:00,0,24558,28-03-2016 05:46
23-03-2016 08:54,Opel_Astra,privat,Angebot,1450,control,coupe,1999,manuell,75,astra,150000,8,benzin,opel,nein,23-03-2016 00:00,0,71679,05-04-2016 05:15
01-04-2016 14:51,Volkswagen_Golf_1.8_Joker,privat,Angebot,1399,test,limousine,1997,manuell,90,golf,150000,10,benzin,volkswagen,nein,01-04-2016 00:00,0,31246,07-04-2016 12:15
22-03-2016 21:46,Proton_Persona_1_6,privat,Angebot,250,control,limousine,2000,manuell,0,,150000,10,benzin,sonstige_autos,nein,22-03-2016 00:00,0,99091,04-04-2016 14:47
26-03-2016 18:44,BMW_118d,privat,Angebot,22500,test,limousine,2013,manuell,143,1er,30000,10,diesel,bmw,nein,26-03-2016 00:00,0,80809,06-04-2016 07:45
11-03-2016 10:50,BMW_525d_touring__Leder__Automatik__BMW_Business_Navi,privat,Angebot,4550,test,kombi,2003,automatik,163,5er,150000,9,diesel,bmw,nein,11-03-2016 00:00,0,42113,12-03-2016 14:45
05-04-2016 09:55,Bmw_318_i_127000,privat,Angebot,1200,control,,2000,,0,3er,150000,0,,bmw,,05-04-2016 00:00,0,51709,05-04-2016 09:55
12-03-2016 21:52,Mercedes_Benz_190_E__2.0__Automatikgetribe,privat,Angebot,800,test,limousine,1990,automatik,87,andere,125000,4,benzin,mercedes_benz,ja,12-03-2016 00:00,0,88048,26-03-2016 08:45
02-04-2016 20:47,ford_fiesta_1.1_l_sehr_sauber_voll_fahrbereit,privat,Angebot,225,test,kleinwagen,1992,manuell,0,fiesta,5000,5,benzin,ford,nein,02-04-2016 00:00,0,42107,02-04-2016 20:47
06-04-2016 22:06,Mercedes_Benz_ML_420_450_CDI_4Matic_Jungesterne_Garantie,privat,Angebot,26900,test,suv,2009,automatik,306,m_klasse,150000,9,diesel,mercedes_benz,nein,06-04-2016 00:00,0,60311,06-04-2016 22:06
02-04-2016 17:47,VW_Bora_1_6_SR_Highline,privat,Angebot,1300,control,limousine,2000,manuell,101,bora,150000,5,benzin,volkswagen,nein,02-04-2016 00:00,0,32683,06-04-2016 17:16
06-03-2016 15:43,Corrado_g60_An_Bastler_projektaufgabe,privat,Angebot,3500,test,coupe,1991,manuell,193,andere,150000,6,benzin,volkswagen,,06-03-2016 00:00,0,25920,06-04-2016 20:19
10-03-2016 14:53,T4_California_Coach,privat,Angebot,0,test,bus,2003,automatik,204,transporter,150000,5,benzin,volkswagen,nein,10-03-2016 00:00,0,52388,17-03-2016 23:15
29-03-2016 20:41,Audi_a2_zuverkaufen_oder_tauschen,privat,Angebot,3800,test,kleinwagen,2004,manuell,75,a2,150000,0,diesel,audi,,29-03-2016 00:00,0,31226,06-04-2016 06:45
29-03-2016 18:25,Opel_Tigra_Twin_Top_Cabrio_ELK_Fenster_Elk_Verdeck_Sparsam,privat,Angebot,2299,test,cabrio,2004,manuell,0,tigra,150000,12,benzin,opel,nein,29-03-2016 00:00,0,65183,06-04-2016 06:45
24-03-2016 11:50,Volkswagen_Polo_Joker,privat,Angebot,500,test,kleinwagen,1999,manuell,50,polo,150000,6,benzin,volkswagen,ja,24-03-2016 00:00,0,59073,07-04-2016 02:45
05-03-2016 22:38,Dodge_Charger,privat,Angebot,11990,control,coupe,1973,automatik,0,,100000,2,benzin,sonstige_autos,nein,05-03-2016 00:00,0,68723,07-04-2016 12:47
08-03-2016 11:36,BMW_320d_Touring,privat,Angebot,4990,control,kombi,2005,manuell,150,3er,150000,6,diesel,bmw,nein,08-03-2016 00:00,0,96257,07-04-2016 13:17
08-03-2016 12:48,BMW_330d_Edition_Lifestyle,privat,Angebot,2400,test,limousine,2003,automatik,204,3er,150000,7,diesel,bmw,nein,08-03-2016 00:00,0,47799,12-03-2016 05:45
01-04-2016 10:57,Smart_smart_fortwo_coupe_pulse_micro_hybrid_drive,privat,Angebot,8300,control,kleinwagen,2014,,71,fortwo,20000,3,benzin,smart,nein,01-04-2016 00:00,0,97082,07-04-2016 08:16
06-03-2016 18:42,Renault_19__Tuev__6/16,privat,Angebot,140,control,kleinwagen,1993,manuell,75,r19,125000,4,benzin,renault,ja,06-03-2016 00:00,0,23845,07-03-2016 14:16
15-03-2016 13:48,Renault_Scenic_1.6_16V_klimaautomatik_Alu,privat,Angebot,1299,control,bus,2001,manuell,107,scenic,150000,7,benzin,renault,nein,15-03-2016 00:00,0,49610,17-03-2016 08:15
08-03-2016 19:45,Ford_Fiesta_4/5_tueren_HU_Maerz_2017,privat,Angebot,799,test,limousine,2000,manuell,60,fiesta,150000,3,benzin,ford,nein,08-03-2016 00:00,0,89269,12-03-2016 20:46
29-03-2016 14:55,Passat_3B_Kombi_Fahrbereit,privat,Angebot,0,test,kombi,1998,automatik,125,passat,150000,1,benzin,volkswagen,ja,29-03-2016 00:00,0,42719,02-04-2016 02:17
04-04-2016 15:46,RENAULT_TWINGO___FÜR_BASTLER,privat,Angebot,290,test,kleinwagen,1999,manuell,60,twingo,150000,1,benzin,renault,ja,04-04-2016 00:00,0,84478,06-04-2016 17:16
24-03-2016 10:25,SHARAN_1.9_LEDER_TOP_/7_SITZE,privat,Angebot,2700,test,kombi,2004,,0,sharan,150000,0,diesel,volkswagen,,24-03-2016 00:00,0,55118,24-03-2016 12:07
29-03-2016 20:42,Fiat_seicento_sporting,privat,Angebot,799,test,,2017,manuell,0,seicento,150000,11,benzin,fiat,,29-03-2016 00:00,0,71665,31-03-2016 14:16
07-03-2016 22:50,Mini_one_Pepper_White,privat,Angebot,7550,test,kleinwagen,2009,,0,one,70000,3,benzin,mini,,07-03-2016 00:00,0,44265,08-03-2016 11:45
27-03-2016 23:25,Volkswagen_Golf_1.9_TDI_Pacific,privat,Angebot,2750,test,limousine,2003,manuell,101,golf,150000,5,diesel,volkswagen,nein,27-03-2016 00:00,0,65604,06-04-2016 03:15
23-03-2016 15:47,Fort_Transit_2_2_Euro_5_Mitte_hoch_Mitte_lang,privat,Angebot,4700,test,bus,2013,manuell,102,transit,150000,3,diesel,ford,,23-03-2016 00:00,0,63452,05-04-2016 18:44
17-03-2016 09:48,Opel_Astra_1.7_CDTI_DPF_Sports_Tourer_150_Jahre_Opel,privat,Angebot,13900,test,kombi,2012,manuell,125,astra,90000,2,diesel,opel,nein,17-03-2016 00:00,0,71229,06-04-2016 06:16
14-03-2016 18:46,BMW_640i_Cabrio,privat,Angebot,37800,test,cabrio,2012,automatik,320,6er,100000,1,benzin,bmw,nein,14-03-2016 00:00,0,10785,06-04-2016 02:46
15-03-2016 22:55,Spardose_VW_Lupo_1.0_College_2001_TÜV_08/17_107tkm_3.Hand_Servo,privat,Angebot,1450,control,kleinwagen,2001,manuell,50,lupo,125000,5,,volkswagen,nein,15-03-2016 00:00,0,34123,23-03-2016 14:47
15-03-2016 00:52,Peugeot_407_SW_HDi_135,privat,Angebot,3199,test,kombi,2005,manuell,136,4_reihe,150000,3,diesel,peugeot,nein,14-03-2016 00:00,0,19370,16-03-2016 02:45
03-04-2016 18:58,Renault_Clio_1.4_Automatik_mit_Klima_guter_Zustand,privat,Angebot,1200,control,kleinwagen,2000,automatik,0,clio,90000,0,benzin,renault,,03-04-2016 00:00,0,6449,03-04-2016 18:58
31-03-2016 17:55,Mercedes_Benz_Vito_115_CDI_Lang,privat,Angebot,5150,control,bus,2008,manuell,150,vito,150000,6,diesel,mercedes_benz,nein,31-03-2016 00:00,0,14471,06-04-2016 11:44
11-03-2016 18:00,BMW_330i,privat,Angebot,9400,control,limousine,2001,automatik,231,3er,100000,11,benzin,bmw,nein,11-03-2016 00:00,0,70839,21-03-2016 05:17
12-03-2016 22:53,VW_Golf_IV__1J1___1.4_16V__Edition,privat,Angebot,2300,control,limousine,2001,manuell,55,golf,150000,5,benzin,volkswagen,nein,12-03-2016 00:00,0,14195,15-03-2016 09:15
07-03-2016 12:36,Corsa_A_Swing_1_4i_EZ_1991_Plakette_4_gruen,privat,Angebot,750,test,kleinwagen,1991,manuell,60,corsa,70000,6,benzin,opel,nein,07-03-2016 00:00,0,25557,17-03-2016 08:16
09-03-2016 09:56,A4_1.9_TDI_S_line,privat,Angebot,2200,test,limousine,2002,manuell,131,a4,150000,6,diesel,audi,,09-03-2016 00:00,0,24888,09-03-2016 09:56
04-04-2016 13:53,BMW_e39_540i,privat,Angebot,0,control,limousine,1996,automatik,286,5er,150000,0,benzin,bmw,,04-04-2016 00:00,0,6237,06-04-2016 15:16
04-04-2016 15:40,Ford_Fiesta_1.3_60_PS,privat,Angebot,1600,test,kleinwagen,2002,manuell,60,,150000,6,,ford,,04-04-2016 00:00,0,26789,06-04-2016 16:47
03-04-2016 13:55,Hyundai_i30_1.4_Classic,privat,Angebot,4400,control,limousine,2010,manuell,109,i_reihe,125000,6,benzin,hyundai,nein,03-04-2016 00:00,0,60529,06-04-2016 20:19
05-03-2016 21:54,Mercedes_e320_Kombi,privat,Angebot,1250,test,kombi,1997,automatik,224,e_klasse,150000,0,benzin,mercedes_benz,,05-03-2016 00:00,0,79114,03-04-2016 19:44
17-03-2016 19:53,Lupo_1.4_FSI_/_AT_Motor_Verhandlungsbasis,privat,Angebot,2200,control,kleinwagen,2001,automatik,0,lupo,150000,9,benzin,volkswagen,,17-03-2016 00:00,0,47167,24-03-2016 16:15
